brand,color,engine,gear,fuel,route,year,mileage,price
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,4,34326,11040000
Toyota,Black,6-cylinder(V6),automatic,petrol,Foreign Used,9,56309,14715000
Lexus,Black,6-cylinder(I6),automatic,petrol,Foreign Used,11,127,8940000
Toyota,Gold,4-cylinder(I4),automatic,petrol,Foreign Used,13,143573,2270000
Lexus,Silver,4-cylinder(I4),automatic,petrol,Locally used,20,273065,1415000
others,Green,4-cylinder(I4),automatic,petrol,Foreign Used,26,178568,2315000
others,White,6-cylinder(V6),manual,diesel,Locally used,14,0,6340000
Toyota,White,4-cylinder(I4),automatic,petrol,Foreign Used,4,17053,14515000
Toyota,Gold,4-cylinder(I4),automatic,petrol,Foreign Used,13,62047,2875000
Honda,Black,4-cylinder(I4),automatic,petrol,Foreign Used,6,61794,5315000
Toyota,Black,4-cylinder(I4),automatic,petrol,Locally used,15,140643,1575000
Nissan,Silver,6-cylinder(I6),automatic,petrol,Locally used,22,172869,1115000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Locally used,17,172478,1590000
Toyota,White,6-cylinder(I6),automatic,petrol,Foreign Used,9,85345,6915000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,12,137118,3715000
Lexus,Black,8-cylinder(V8),automatic,petrol,Locally used,11,54400,11515000
others,Black,6-cylinder(V6),automatic,petrol,Foreign Used,18,85101,2115000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,6,85560,6515000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,12,136391,5515000
Toyota,Black,6-cylinder(V6),automatic,petrol,Foreign Used,5,117000,13215000
Honda,Silver,4-cylinder(I4),automatic,petrol,Locally used,14,131449,1715000
Toyota,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,6,43543,11040000
Mercedes Benz,Black,6-cylinder(I6),automatic,petrol,Foreign Used,13,196238,4215000
Infiniti,Black,4-cylinder(I4),automatic,petrol,Foreign Used,15,99340,3015000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,11,90397,3865000
Nissan,White,4-cylinder(I4),automatic,petrol,Foreign Used,8,97597,4015000
Mercedes Benz,White,4-cylinder(I4),automatic,petrol,Foreign Used,8,98652,10515000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,9,61610,7995000
others,White,6-cylinder(I6),manual,diesel,Locally used,14,0,9215000
others,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,16,186807,2515000
others,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,14,92189,3755000
Lexus,White,4-cylinder(I4),automatic,petrol,Locally used,13,143097,2715000
Toyota,White,4-cylinder(I4),automatic,petrol,Foreign Used,12,205240,7015000
others,Black,4-cylinder(I4),automatic,petrol,Locally used,6,68901,1615000
Lexus,White,8-cylinder(V8),automatic,petrol,Foreign Used,7,77872,16515000
Honda,Black,4-cylinder(I4),automatic,petrol,Locally used,17,211084,1065000
Nissan,Silver,6-cylinder(I6),automatic,petrol,Locally used,21,146707,675000
Toyota,Gold,6-cylinder(V6),automatic,petrol,Foreign Used,8,66844,14015000
Lexus,Black,6-cylinder(I6),automatic,petrol,Locally used,15,161412,2230000
Ford,Black,4-cylinder(I4),automatic,petrol,Foreign Used,14,48000,3215000
Toyota,White,4-cylinder(I4),manual,diesel,Locally used,27,101357,6015000
Nissan,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,11,177773,3115000
Ford,White,6-cylinder(I6),automatic,petrol,Foreign Used,11,145184,4430000
others,White,6-cylinder(V6),manual,diesel,Locally used,22,229795,9065000
Toyota,Wine,6-cylinder(I6),automatic,petrol,Foreign Used,6,60147,14015000
Lexus,White,6-cylinder(V6),automatic,petrol,Foreign Used,19,89539,2765000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,11,142333,4015000
Toyota,Silver,6-cylinder(V6),automatic,petrol,Locally used,23,59535,1060000
Honda,Black,4-cylinder(I4),automatic,petrol,Locally used,6,134971,8015000
Lexus,White,6-cylinder(V6),automatic,petrol,Locally used,20,287551,1115000
Toyota,Blue,6-cylinder(I6),automatic,petrol,Foreign Used,16,3845,3215000
Mazda,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,20,224294,1315000
Toyota,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,12,139568,4005000
Toyota,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,15,170268,2655000
Toyota,White,4-cylinder(I4),automatic,petrol,Foreign Used,14,237314,2010000
others,Wine,4-cylinder(I4),automatic,petrol,Foreign Used,25,14456,2325000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,10,86000,3975000
Honda,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,14,101991,3015000
Nissan,Silver,6-cylinder(V6),automatic,petrol,Locally used,17,0,730000
Mercedes Benz,Blue,6-cylinder(V6),automatic,petrol,Foreign Used,9,113493,6015000
BMW,Black,4-cylinder(I4),automatic,petrol,Locally used,8,57067,5515000
Mercedes Benz,Black,6-cylinder(V6),automatic,petrol,Foreign Used,14,152544,3715000
Toyota,Silver,6-cylinder(V6),automatic,petrol,Locally used,19,257231,765000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,18,102486,2095000
Kia,Black,6-cylinder(V6),automatic,petrol,Foreign Used,3,26204,8265000
Mercedes Benz,Green,6-cylinder(I6),automatic,petrol,Foreign Used,12,143761,8265000
Toyota,Gold,4-cylinder(I4),automatic,petrol,Foreign Used,17,178388,2105000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,4,34275,8915000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,11,68568,3215000
Lexus,Black,8-cylinder(V8),automatic,petrol,Locally used,9,17064,17865000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,15,76374,3065000
others,Black,6-cylinder(I6),automatic,petrol,Locally used,14,75462,4615000
Lexus,Silver,6-cylinder(I6),automatic,petrol,Foreign Used,10,56558,9015000
Honda,White,4-cylinder(I4),automatic,petrol,Foreign Used,4,23426,13515000
Toyota,White,4-cylinder(I4),automatic,petrol,Foreign Used,14,277151,2365000
Lexus,White,4-cylinder(I4),automatic,petrol,Locally used,22,232556,1515000
Mazda,Silver,4-cylinder(I4),automatic,petrol,Locally used,19,270634,780000
Hyundai,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,9,115559,3480000
Infiniti,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,17,261406,2315000
Lexus,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,19,97997,2315000
others,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,17,60487,4005000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,19,194645,2655000
Toyota,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,18,135800,1615000
Lexus,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,15,92408,3110000
Lexus,White,8-cylinder(V8),automatic,petrol,Foreign Used,8,44089,17395000
Toyota,White,4-cylinder(I4),automatic,petrol,Foreign Used,10,87721,3615000
Lexus,Black,4-cylinder(I4),automatic,petrol,Foreign Used,6,52241,18015000
Toyota,Silver,6-cylinder(V6),automatic,petrol,Locally used,22,131349,715000
Ford,Wine,8-cylinder(V8),automatic,petrol,Foreign Used,15,283012,3165000
Lexus,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,16,140108,4215000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,11,66448,3215000
Toyota,Blue,6-cylinder(V6),automatic,petrol,Locally used,16,118735,1720000
Toyota,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,12,95850,2850000
Mercedes Benz,Wine,6-cylinder(I6),automatic,petrol,Foreign Used,8,38474,12115000
Lexus,Silver,6-cylinder(I6),automatic,petrol,Foreign Used,9,98997,8415000
Lexus,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,18,275338,3715000
Toyota,White,6-cylinder(I6),automatic,petrol,Foreign Used,18,92700,2535000
Toyota,White,4-cylinder(I4),automatic,petrol,Foreign Used,12,111391,2665000
Honda,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,10,142055,4965000
Toyota,White,4-cylinder(I4),automatic,petrol,Foreign Used,10,163524,6065000
Hyundai,Black,4-cylinder(I4),automatic,petrol,Foreign Used,11,123818,2435000
Toyota,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,14,80188,5115000
Mercedes Benz,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,14,132746,4015000
Lexus,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,12,92926,4415000
Nissan,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,12,157237,2315000
Toyota,Gold,8-cylinder(V8),automatic,petrol,Locally used,6,38980,17340000
Lexus,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,12,117137,7495000
Mercedes Benz,Silver,6-cylinder(I6),automatic,petrol,Foreign Used,13,83440,4320000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,12,65384,3425000
others,Gold,4-cylinder(I4),automatic,petrol,Foreign Used,6,47261,1415000
Honda,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,14,186877,2325000
others,Gold,6-cylinder(V6),automatic,petrol,Locally used,2,150,9365000
Mercedes Benz,White,6-cylinder(I6),automatic,petrol,Foreign Used,8,76333,9915000
Nissan,Black,4-cylinder(I4),automatic,petrol,Foreign Used,13,149618,1995000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,17,139860,4915000
Honda,White,4-cylinder(I4),automatic,petrol,Foreign Used,4,32495,14515000
Toyota,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,14,201132,3110000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Locally used,18,235328,1445000
Lexus,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,10,91602,5790000
Toyota,Black,6-cylinder(V6),automatic,petrol,Foreign Used,10,90307,6815000
Toyota,White,4-cylinder(I4),automatic,petrol,Foreign Used,9,108410,9250000
Toyota,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,5,130551,13315000
Toyota,White,4-cylinder(I4),automatic,petrol,Foreign Used,11,91441,3205000
Ford,Black,6-cylinder(I6),automatic,petrol,Foreign Used,8,107856,3715000
Toyota,Wine,6-cylinder(V6),automatic,petrol,Foreign Used,6,59450,14535000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,8,84310,5515000
Toyota,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,12,153886,3715000
Volvo,Blue,8-cylinder(V8),manual,diesel,Locally used,28,0,11015000
Toyota,Blue,4-cylinder(I4),automatic,petrol,Locally used,14,90254,2105000
Mercedes Benz,Black,6-cylinder(V6),automatic,petrol,Foreign Used,11,70586,10515000
Toyota,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,11,78544,3415000
Hyundai,Gold,6-cylinder(I6),automatic,petrol,Locally used,8,102548,3315000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,12,32541,3115000
Toyota,White,6-cylinder(I6),automatic,petrol,Foreign Used,9,85401,8265000
Hyundai,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,11,188890,3550000
Toyota,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,8,142361,4195000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,12,163822,3515000
others,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,12,232727,3215000
Toyota,White,4-cylinder(I4),automatic,petrol,Locally used,21,240329,675000
Honda,Black,4-cylinder(I4),automatic,petrol,Locally used,18,177235,665000
Mazda,Blue,6-cylinder(V6),automatic,petrol,Locally used,20,230919,675000
Toyota,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,11,81505,3900000
Ford,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,9,196773,7015000
Toyota,Black,6-cylinder(V6),automatic,petrol,Foreign Used,11,100081,5515000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Locally used,15,178416,1965000
Mercedes Benz,Black,4-cylinder(I4),automatic,petrol,Foreign Used,6,60972,12615000
others,Black,4-cylinder(I4),automatic,diesel,Foreign Used,14,235960,4115000
Lexus,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,18,80235,4005000
Mercedes Benz,Black,4-cylinder(I4),automatic,petrol,Foreign Used,11,143574,7890000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,7,96158,4965000
Toyota,White,4-cylinder(I4),automatic,petrol,Foreign Used,13,61287,3215000
Lexus,White,4-cylinder(I4),automatic,petrol,Foreign Used,15,85363,4215000
Honda,Gold,6-cylinder(I6),automatic,petrol,Foreign Used,13,158855,3815000
Toyota,Gold,4-cylinder(I4),automatic,petrol,Foreign Used,10,58750,4515000
Mercedes Benz,White,6-cylinder(V6),automatic,petrol,Foreign Used,13,6297,3615000
Honda,Black,4-cylinder(I4),automatic,petrol,Locally used,21,68591,515000
Toyota,White,4-cylinder(I4),automatic,petrol,Foreign Used,17,114239,2115000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,7,51199,6515000
Honda,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,16,100017,2215000
Toyota,White,4-cylinder(I4),automatic,petrol,Foreign Used,13,85448,2415000
Nissan,Black,8-cylinder(V8),automatic,petrol,Locally used,14,110706,3115000
Toyota,White,4-cylinder(I4),automatic,petrol,Foreign Used,12,91258,4085000
Hyundai,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,8,81011,3615000
Lexus,Black,6-cylinder(V6),automatic,petrol,Foreign Used,15,58687,4095000
Lexus,Black,8-cylinder(V8),automatic,petrol,Foreign Used,17,32793,5765000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Locally used,11,147106,1565000
Mercedes Benz,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,6,61979,16015000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Locally used,14,87096,2215000
Toyota,Wine,4-cylinder(I4),automatic,petrol,Foreign Used,16,87096,2280000
Mercedes Benz,Black,4-cylinder(I4),automatic,petrol,Foreign Used,16,94972,2105000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,9,88661,5915000
Toyota,Black,4-cylinder(I4),automatic,petrol,Locally used,19,127850,1315000
Honda,Green,4-cylinder(I4),automatic,petrol,Locally used,19,139886,615000
Mercedes Benz,Black,6-cylinder(V6),automatic,petrol,Locally used,10,229800,5515000
Mercedes Benz,Black,6-cylinder(I6),automatic,petrol,Foreign Used,9,83000,12115000
Hyundai,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,13,201779,3415000
Lexus,Black,4-cylinder(I4),automatic,petrol,Foreign Used,12,80679,4815000
Lexus,Silver,6-cylinder(I6),automatic,petrol,Foreign Used,9,66416,10685000
Honda,Gold,6-cylinder(V6),automatic,petrol,Foreign Used,16,153224,2515000
Toyota,Green,6-cylinder(I6),automatic,petrol,Foreign Used,11,85596,5065000
Toyota,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,9,167630,6615000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Locally used,19,171493,1275000
Hyundai,White,4-cylinder(I4),automatic,petrol,Foreign Used,5,56225,11565000
Toyota,Wine,4-cylinder(I4),automatic,petrol,Locally used,16,162853,1415000
Mercedes Benz,Black,6-cylinder(I6),automatic,petrol,Foreign Used,9,101552,9915000
Mercedes Benz,Black,4-cylinder(I4),automatic,petrol,Foreign Used,5,16835,17615000
Lexus,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,15,76759,3615000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,14,22444,2655000
Ford,Black,6-cylinder(V6),automatic,petrol,Locally used,15,275000,1915000
Toyota,Black,6-cylinder(V6),automatic,petrol,Foreign Used,9,120957,7165000
Nissan,White,4-cylinder(I4),manual,diesel,Locally used,26,217998,4015000
Toyota,Silver,6-cylinder(V6),automatic,petrol,Locally used,23,249570,675000
Mercedes Benz,Gold,4-cylinder(I4),automatic,petrol,Foreign Used,10,144318,9815000
Hyundai,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,9,100329,3915000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,10,114221,4740000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,15,211352,3055000
Toyota,Wine,4-cylinder(I4),automatic,petrol,Foreign Used,20,110575,1915000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,9,37500,5115000
Toyota,Gold,4-cylinder(I4),automatic,petrol,Foreign Used,19,121545,3425000
Lexus,Black,4-cylinder(I4),automatic,petrol,Foreign Used,7,56062,11015000
Lexus,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,15,86419,3615000
Toyota,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,13,70048,6215000
others,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,13,83113,2815000
Ford,Black,6-cylinder(V6),automatic,petrol,Locally used,9,39696,15015000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,7,89560,5515000
Toyota,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,14,76766,5815000
Mercedes Benz,Black,4-cylinder(I4),automatic,petrol,Locally used,15,69387,2640000
Lexus,Green,6-cylinder(V6),automatic,petrol,Foreign Used,15,176710,4085000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,11,137037,2915000
others,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,8,91534,8065000
Toyota,Black,6-cylinder(V6),automatic,petrol,Foreign Used,14,128894,5055000
Mercedes Benz,White,6-cylinder(I6),automatic,petrol,Foreign Used,13,176878,6615000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,17,86235,2215000
Lexus,Black,6-cylinder(I6),automatic,petrol,Locally used,18,289909,1865000
Toyota,Wine,4-cylinder(I4),automatic,petrol,Foreign Used,4,102901,11015000
Toyota,Black,6-cylinder(V6),automatic,petrol,Locally used,21,19038,983000
Honda,Wine,6-cylinder(V6),automatic,petrol,Foreign Used,14,85791,2985000
Honda,Silver,4-cylinder(I4),automatic,petrol,Locally used,19,111969,915000
Mercedes Benz,Blue,8-cylinder(V8),automatic,petrol,Foreign Used,8,55586,11030000
Ford,White,4-cylinder(I4),automatic,diesel,Foreign Used,20,134571,2665000
Toyota,Wine,6-cylinder(V6),automatic,petrol,Locally used,17,130054,3205000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,6,93985,7015000
Toyota,Green,6-cylinder(V6),automatic,petrol,Foreign Used,14,178338,3975000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,7,95707,9015000
Mercedes Benz,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,16,174267,3765000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,12,96334,3165000
Kia,Gold,4-cylinder(I4),automatic,petrol,Locally used,10,69194,1415000
Toyota,Wine,4-cylinder(I4),automatic,petrol,Foreign Used,17,80578,3375000
Honda,White,6-cylinder(V6),automatic,petrol,Foreign Used,19,74203,1867500
Toyota,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,19,229557,1765000
Honda,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,12,205539,2315000
Toyota,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,9,69450,6065000
Lexus,Black,6-cylinder(V6),automatic,petrol,Foreign Used,12,244739,5075000
Toyota,Black,6-cylinder(V6),automatic,petrol,Foreign Used,9,52397,7050000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,13,31742,1905000
others,Black,6-cylinder(I6),automatic,petrol,Locally used,21,180869,400000
Nissan,Wine,6-cylinder(I6),automatic,petrol,Locally used,17,117385,785000
Mercedes Benz,Black,6-cylinder(I6),automatic,petrol,Foreign Used,9,65728,7215000
Honda,Green,4-cylinder(I4),automatic,petrol,Locally used,20,10000,543000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,7,22698,5295000
Mazda,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,17,188971,2065000
Lexus,White,6-cylinder(V6),automatic,petrol,Foreign Used,12,193858,4855000
Lexus,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,12,120706,6945000
Toyota,Blue,6-cylinder(I6),automatic,petrol,Locally used,17,88968,2065000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,5,18415,8815000
Toyota,Wine,4-cylinder(I4),automatic,petrol,Foreign Used,10,1348,5765000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,13,199373,3137500
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,6,48756,9015000
Toyota,White,6-cylinder(I6),automatic,petrol,Foreign Used,12,109418,4815000
Honda,Silver,4-cylinder(I4),automatic,petrol,Locally used,17,165080,785000
others,White,4-cylinder(I4),manual,diesel,Locally used,23,0,3015000
Honda,Blue,6-cylinder(I6),automatic,petrol,Locally used,19,164195,715000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,15,125095,2715000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,13,120692,3165000
Toyota,Black,8-cylinder(V8),automatic,petrol,Locally used,15,99528,11565000
Toyota,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,7,53986,10615000
Toyota,Wine,4-cylinder(I4),automatic,petrol,Foreign Used,9,71550,4015000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,13,195828,2315000
Lexus,Blue,6-cylinder(V6),automatic,petrol,Locally used,14,145978,3415000
Mercedes Benz,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,16,209568,5265000
Toyota,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,11,115336,6840000
Lexus,Gold,6-cylinder(V6),automatic,petrol,Foreign Used,11,125045,5735000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,8,92759,5015000
Toyota,Wine,6-cylinder(V6),automatic,petrol,Locally used,14,75308,2665000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,13,121528,2915000
Toyota,White,6-cylinder(V6),automatic,petrol,Locally used,17,169615,1275000
Lexus,Silver,8-cylinder(V8),automatic,petrol,Foreign Used,7,52708,12515000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,12,14115,2875000
Mercedes Benz,Black,4-cylinder(I4),automatic,petrol,Foreign Used,7,7690,16515000
Lexus,Black,6-cylinder(V6),automatic,petrol,Foreign Used,6,42656,17615000
Toyota,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,14,121021,2715000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,6,68589,6615000
others,Black,4-cylinder(I4),automatic,petrol,Foreign Used,12,142623,3165000
Toyota,White,4-cylinder(I4),automatic,petrol,Locally used,12,120725,5515000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,13,135935,3315000
Toyota,Blue,4-cylinder(I4),automatic,petrol,Foreign Used,8,92709,4315000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,15,65528,3535000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,10,62894,4515000
Lexus,Black,4-cylinder(I4),automatic,petrol,Foreign Used,8,62125,9315000
Lexus,Black,6-cylinder(V6),automatic,petrol,Foreign Used,8,75578,9585000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Locally used,18,189248,1885000
Honda,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,3,19936,16015000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,13,158580,2745000
Ford,Black,6-cylinder(V6),automatic,petrol,Locally used,9,98174,2765000
Lexus,Silver,6-cylinder(V6),automatic,petrol,Foreign Used,16,28879,3795000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,11,93266,5515000
Honda,Silver,4-cylinder(I4),automatic,petrol,Locally used,17,107418,1170000
Honda,White,4-cylinder(I4),automatic,petrol,Foreign Used,10,584,2615000
Toyota,Green,4-cylinder(I4),automatic,petrol,Foreign Used,8,78984,4915000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,8,46768,5415000
Toyota,Silver,4-cylinder(I4),automatic,petrol,Foreign Used,11,31600,3615000
Toyota,Black,4-cylinder(I4),automatic,petrol,Foreign Used,11,96802,3415000
Lexus,Gold,6-cylinder(V6),automatic,petrol,Foreign Used,9,146275,14315000
others,White,6-cylinder(V6),manual,diesel,Locally used,24,0,10015000
